,p1,p2,first_turn,winner,turn_count,final_board_state
0,AIv3,Random,Random,AIv3,24,"[[ 0  0  0  0 18  0  0]
 [ 0 23  0  0 14  0  0]
 [ 0 21  0  0 11  0 16]
 [10 19  0  0  7 22 12]
 [ 9 17  0  0  6 15  5]
 [ 8  4 20  1  2 13  3]]"
0,AIv3,Random,AIv3,AIv3,17,"[[ 0  0  0  0  0  0 15]
 [ 0  0  0  0  0  0 13]
 [ 0  0  0  0 16  0  4]
 [ 0  0  0  0 14  0  3]
 [ 0  0  0  0 10  7  2]
 [12 11  9  5  8  6  1]]"
0,AIv3,Random,Random,AIv3,10,"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 5 0 8 6]
 [4 2 0 1 9 7 3]]"
0,AIv3,Random,AIv3,AIv3,17,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0 16]
 [ 0  0 15  0 10  0 14]
 [ 0 11 13  8  9  0  6]
 [ 5  3  7  4  1 12  2]]"
0,AIv3,Random,Random,AIv3,14,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  9]
 [ 0  0  0  0  0  0  7]
 [ 0  0  0  0  0  0  6]
 [ 0 10  0  4  0  0  5]
 [12  8  2  1 13 11  3]]"
0,AIv3,Random,AIv3,Random,24,"[[ 0  0  0  0  0  0 17]
 [ 0  0  0  0 13  0 16]
 [ 0  0  0 23  7  0 15]
 [ 0 22 21 11  4  0 14]
 [ 0 19 12  9  3 20 10]
 [ 0  5  8  6  1 18  2]]"
0,AIv3,Random,Random,AIv3,24,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0 22]
 [21  0  0  0  0 18 11]
 [20 23  0  0 19 13  8]
 [14  9  5 17 16 12  7]
 [ 4  6  2  1 15 10  3]]"
,p1,p2,first_turn,winner,turn_count,final_board_state
0,AIv3,Random,AIv3,AIv3,25,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0 21  0  0]
 [ 0  0  0  0 17 11 18]
 [ 0 20 24 22 16  4 13]
 [19 15 23 12 14  3  6]
 [10  5  9  7  8  1  2]]"
0,AIv3,Random,Random,AIv3,16,"[[ 0  0  0  0  0  0  0]
 [ 0  0 12  0  0  0 11]
 [ 0  0 10  0  0  0  9]
 [ 0  0  5  0  0  0  8]
 [ 0  0  4  6  0  0  7]
 [14  0  2  1 15 13  3]]"
0,AIv3,Random,AIv3,AIv3,21,"[[ 0 20  0  0  0  0  0]
 [ 0 19  0  0  0  0  0]
 [ 0 18  0  0 17  0  0]
 [ 0 16  0  0 12 13  6]
 [11 15  0  0  9 10  5]
 [ 1 14  7  8  3  2  4]]"
0,AIv3,Random,Random,AIv3,12,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  7  0  0  8]
 [ 0  0  0  6  0  0  3]
 [ 4 10  9  1 11  5  2]]"
0,AIv3,Random,AIv3,AIv3,21,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0 20  0 15  0 19  0]
 [ 0 18  0 14  9 12  0]
 [ 0 16 17 10  6 11  5]
 [13  8  7  1  4  3  2]]"
0,AIv3,Random,Random,Random,19,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0 18  0  0]
 [10  0  0 12 16  0  0]
 [ 5 17  8  2 14 11 13]
 [ 4 15  7  1  6  9  3]]"
0,AIv3,Random,AIv3,AIv3,19,"[[ 0 18  0  0  0  0  0]
 [ 0 17  0  0  0  0  0]
 [ 0 16  0  0  0  0  0]
 [ 0 14  0  0 10  0  7]
 [ 0 13  0 11  9  8  6]
 [ 5 12 15  4  3  1  2]]"
0,AIv3,Random,Random,Random,25,"[[23  0  0  0  0  0  0]
 [21  0  0  0  0  0  0]
 [20 22  0  0  0  0  0]
 [19  7 24 18 11  0 14]
 [17  6 13 12 10 16  5]
 [15  2  9  1  8  4  3]]"
0,AIv3,Random,AIv3,AIv3,23,"[[ 0 22  0  0  0  0 19]
 [ 0 20  0  0  0  0 11]
 [ 0 18  0  0  0  0  8]
 [ 0 17  0 15 14 12  7]
 [ 0 16  0 13  5 10  6]
 [21  9  0  1  4  3  2]]"
0,AIv3,Random,Random,AIv3,14,"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  9  0 13]
 [ 0  0  0 12  7  0 11]
 [ 0  0  0 10  6  0  5]
 [ 0  2  8  1  4  0  3]]"
